1,non,not,,
1060,perciò,therefore,,
1061,riesci,are able,,
1062,net,net,,
1063,chiudi,close,,
1064,gamba,leg,,
1065,vostre,your,,
1066,t,t,,
1067,saresti,would you be,,
1068,passi,steps,,
1069,verrà,it will come,,
1070,salute,health,,
1071,birra,beer,,
1072,comandante,commander,,
1073,assassino,murderess,,
1074,simile,similar,,
1075,possibilità,possibility,,
1076,rimasto,remained,,
1077,caccia,hunting,,
1078,poliziotto,policeman,,
1079,questione,question,,
1080,carta,paper,,
1081,lavora,working,,
1082,controllare,to check,,
1083,spettacolo,show,,
1084,naturalmente,naturally,,
1085,scrivere,to write,,
1086,jimmy,jimmy,,
1087,contento,happy,,
1088,volo,flight,,
1089,promesso,promised,,
1090,stessi,themselves,,
1091,passa,passes,,
1092,insomma,in conclusion,,
1093,chiesa,church,,
1094,partire,leave,,
1095,oppure,or,,
1096,carne,meat,,
1097,pranzo,lunch,,
1098,studio,study,,
1099,entro,within,,
1100,appuntamento,appointment,,
1101,sembri,you look,,
1102,pena,punishment,,
1103,bianco,White,,
1104,secondi,seconds,,
1105,missione,mission,,
1106,usa,USA,,
1107,dia,dia,,
1108,arrivati,arrived,,
1109,fermati,stopped,,
1110,calmati,take it easy,,
1111,forma,form,,
1112,giusta,right,,
1113,compleanno,birthday,,
1114,rimanere,stay,,
1115,palle,balls,,
1116,barca,boat,,
1117,affare,deal,,
1118,ie,ie,,
1119,de,de,,
1120,esserci,occur,,
1121,peter,peter,,
1122,max,max,,
1123,coi,with,,
1124,nord,north,,
1125,leggere,to read,,
1126,uscita,Exit,,
1127,cioè,that is,,
1128,ascoltami,listen to me,,
1129,braccio,arm,,
1130,informazioni,information,,
1131,certamente,of course,,
1132,direttore,director,,
1133,johnny,johnny,,
1134,canzone,song,,
1135,maledizione,curse,,
1136,scarpe,shoes,,
1137,colpito,hit it,,
1138,schifo,disgust,,
1139,pericolo,danger,,
1140,andati,gone,,
1141,mica,mica,,
1142,necessario,necessary,,
1143,umano,human,,
1144,bellissima,gorgeous,,
1145,rosso,red,,
1146,soldato,soldier,,
1147,don,Don,,
1148,fossero,they were,,
1149,dite,of you,,
1150,corso,course,,
1151,regalo,gift,,
1152,rubato,stolen,,
1153,carina,nice,,
1154,dunque,therefore,,
1155,bar,bar,,
1156,figliolo,son,,
1157,classe,class,,
1158,stronzate,bullshit,,
1159,brutta,ugly,,
1160,scherzando,joking,,
1161,vaffanculo,fuck off,,
1162,lunga,long,,
1163,benvenuto,welcome,,
1164,banca,bank,,
1165,negozio,shop,,
1166,sogni,dreams,,
1167,sud,south,,
1168,spalle,shoulders,,
1169,mostro,monster,,
1170,pochi,few,,
1171,intendo,I mean,,
1172,dura,tough,,
1173,triste,sad,,
1174,buonasera,good evening,,
1175,attacco,attack,,
1176,bob,bobsleigh,,
1177,james,james,,
1178,tocca,touching,,
1179,m,m,,
1180,muoviti,move,,
1181,dirò,I will say,,
1182,potrebbero,they might,,
1183,affatto,at all,,
1184,sala,room,,
1185,lavori,works,,
1186,piena,full,,
1187,vedrai,you will see,,
1188,sappia,know,,
1189,comprare,to buy,,
1190,qualcun,someone,,
1191,belle,beautiful,,
1192,metri,meters,,
1193,scelto,chosen,,
1194,professore,teacher,,
1195,sbrigati,hurry up,,
1196,jim,jim,,
1197,adoro,I adore,,
1198,aiuti,aid,,
1199,parigi,Paris,,
1200,vivi,alive,,
1201,comando,command,,
1202,pericoloso,dangerous,,
1203,dannazione,damn,,
1204,scommetto,I bet,,
1205,occasione,opportunity,,
1206,mary,mary,,
1207,metà,half,,
1208,spazio,space,,
1209,regole,rules,,
1210,contatto,contact,,
1211,spirito,spirit,,
1212,povero,poor,,
1213,senta,hear,,
1214,appartamento,flat,,
1215,gambe,legs,,
1216,parliamo,let's talk,,
1217,pelle,skin,,
1218,riuscito,succeeded,,
1219,cucina,kitchen,,
1220,bomba,bomb,,
1221,fottuto,fucking,,
1222,combattere,fight,,
1223,pomeriggio,afternoon,,
1224,pianeta,planet,,
1225,diventato,become,,
1226,avremo,we'll have,,
1227,ehm,hum,,
1228,viva,Viva,,
1229,stavi,you were,,
1230,conoscere,know,,
1231,mangia,it eats,,
1232,visita,visit,,
1233,soldati,soldiers,,
1234,cattivo,bad,,
1235,aiutami,help me,,
1236,prometto,I promise,,
1237,sposato,married,,
1238,ovunque,everywhere,,
1239,ama,loves,,
1240,stupida,stupid,,
1241,bill,bill,,
1242,rotto,Broken,,
1243,tale,such,,
1244,fiume,river,,
1245,fratelli,brothers,,
1246,nemico,enemy,,
1247,ovviamente,obviously,,
1248,arma,weapon,,
1249,lingua,tongue,,
1250,borsa,bag,,
1251,anna,anna,,
1252,uscito,released,,
1253,vino,wine,,
1254,libri,books,,
1255,destino,destiny,,
1256,sicuramente,certainly,,
1257,maria,Mary,,
1258,piangere,to cry,,
1259,dovrai,you,,
1260,reale,real,,
1261,palla,ball,,
1262,preoccupare,worry,,
1263,ballo,dance,,
1264,venuti,came,,
1265,iniziato,started,,
1266,arrivata,arrived,,
1267,usato,used,,
1268,sentite,feeling,,
1269,urla,yell out,,
1270,cerco,I look for,,
1271,nato,born,,
1272,alzati,stand up,,
1273,aperto,open,,
1274,ritorno,return,,
1275,nove,nine,,
1276,b,b,,
1277,molta,much,,
1278,salvare,to save,,
1279,salvato,saved,,
1280,capisce,understands,,
1281,ê,is,,
1282,principe,prince,,
1283,lista,list,,
1284,intero,full,,
1285,avremmo,we would,,
1286,popolo,people,,
1287,passaggio,passage,,
1288,finestra,window,,
1289,alex,alex,,
1290,ricerca,search,,
1291,differenza,difference,,
1292,saltare,jump,,
1293,torni,return,,
1294,tavolo,table,,
1295,quegli,those,,
1296,ridere,to laugh,,
1297,codice,code,,
1298,notizia,news,,
1299,henry,henry,,
1300,avrebbero,would,,
1301,vento,wind,,
1302,libera,free,,
1303,speranza,hope,,
1304,pagato,paid,,
1305,diciamo,let's say,,
1306,posti,seats,,
1307,ufficiale,official,,
1308,frega,cares,,
1309,costa,it costs,,
1310,sparare,shoot,,
1311,animali,animals,,
1312,buone,good,,
1313,farebbe,would do,,
1314,libertà,freedom,,
1315,farsi,get,,
1316,incontrato,met,,
1317,pesce,fish,,
1318,serata,evening,,
1319,certa,certain,,
1320,all,all,,
1321,società,society,,
1322,francese,French,,
1323,temo,I fear,,
1324,livello,level,,
1325,stazione,railway station,,
1326,americano,American,,
1327,computer,computer,,
1328,droga,drug,,
1329,digli,say to Him,,
1330,prenda,take,,
1331,detective,detective,,
1332,lato,side,,
1333,lasciate,leave,,
1334,ami,do you love,,
1335,vecchi,old people,,
1336,guardando,watching,,
1337,hotel,hotel,,
1338,ultimi,last,,
1339,sceriffo,sheriff,,
1340,lascio,leave,,
1341,americani,American,,
1342,sezione,section,,
1343,imparato,learned,,
1344,you,you,,
1345,regina,Queen,,
1346,tommy,tommy,,
1347,ballare,to dance,,
1348,bellissimo,very beautifull,,
1349,cominciare,begin,,
1350,vederlo,see him,,
1351,averlo,have it,,
1352,esci,go out,,
1353,scorsa,last,,
1354,tony,tony,,
1355,riguarda,it concerns,,
1356,star,star,,
1357,naso,nose,,
1358,bobby,bobby,,
1359,padrone,master,,
1360,andremo,we will go,,
1361,danny,danny,,
1362,alta,high,,
1363,comprato,bought,,
1364,vorrebbe,he would,,
1365,metto,I put,,
1366,seguito,following,,
1367,aprire,to open,,
1368,correre,to run,,
1369,farei,I would do,,
1370,dovrebbero,they should,,
1371,alcun,any,,
1372,fiori,flowers,,
1373,inutile,useless,,
1374,danno,damage,,
1375,stesse,same,,
1376,corri,run,,
1377,sí,Yes,,
1378,casino,casino,,
1379,imparare,learn,,
1380,torniamo,we return,,
1381,natura,nature,,
1382,lavorato,worked,,
1383,cliente,customer,,
1384,rende,makes,,
1385,londra,London,,
1386,riesce,succeeds,,
1387,immediatamente,immediately,,
1388,giovani,Young people,,
1389,guida,guide,,
1390,biglietto,ticket,,
1391,stavamo,we were,,
1392,zia,aunt,,
1393,razza,race,,
1394,cani,dogs,,
1395,stamattina,This morning,,
1396,intelligente,intelligent,,
1397,blu,blue,,
1398,effetti,effects,,
1399,cominciato,started,,
1400,avrò,I will,,
1401,cambio,exchange,,
1402,chiavi,keys,,
1403,intera,whole,,
1404,taxi,Taxi,,
1405,gay,gay,,
1406,fortunato,lucky,,
1407,corsa,race,,
1408,jake,jake,,
1409,giudice,judge,,
1410,accanto,next,,
1411,villaggio,village,,
1412,cinema,cinema,,
1413,stanco,tired out,,
1414,lezione,lesson,,
1415,decisione,decision,,
1416,bianca,white,,
1417,eddie,eddie,,
1418,bordo,board,,
1419,ray,ray,,
1420,segno,sign,,
1421,ponte,bridge,,
1422,club,club,,
1423,nuovi,new,,
1424,umani,human,,
1425,muro,Wall,,
1426,interno,indoor,,
1427,energia,power,,
1428,aiutarti,help you,,
1429,sapevi,Did you know,,
1430,darmi,me,,
1431,trovata,stunt,,
1432,seduto,sitting,,
1433,spada,sword,,
1434,andrò,I will go,,
1435,presente,here I'm,,
1436,guardami,watch me,,
1437,processo,process,,
1438,scoprire,to discover,,
1439,faranno,will,,
1440,piccoli,little ones,,
1441,segnale,signal,,
1442,ferito,injured,,
1443,farla,it,,
1444,battaglia,battle,,
1445,meraviglioso,wonderful,,
1446,scherzo,joke,,
1447,it,it,,
1448,cavalli,horses,,
1449,paga,pay,,
1450,ride,laughs,,
1451,porca,ridge,,
1452,chiedi,ask,,
1453,mangiato,eat,,
1454,ascolti,you listen,,
1455,ringrazio,I thank,,
1456,comincia,it starts,,
1457,mette,puts,,
1458,prezzo,price,,
1459,grave,serious,,
1460,dovevi,you had to,,
1461,tanta,so much,,
1462,billy,billy,,
1463,infatti,indeed,,
1464,strana,strange,,
1465,eroe,hero,,
1466,and,and,,
1467,suono,sound,,
1468,iniziare,to start,,
1469,fece,he made,,
1470,documenti,documents,,
1471,collo,neck,,
1472,comune,common,,
1473,denti,teeth,,
1474,sarebbero,would,,
1475,vincere,to win,,
1476,lavorando,working,,
1477,vedete,you see,,
1478,pensate,think,,
1479,intendi,you mean,,
1480,los,los,,
1481,storie,stories,,
1482,memoria,memory,,
1483,data,date,,
1484,terzo,third,,
1485,buoni,good,,
1486,aiutarmi,help,,
1487,massimo,maximum,,
1488,miglior,best,,
1489,buio,dark,,
1490,colore,color,,
1491,matto,crazy,,
1492,prendete,take,,
1493,vederla,see her,,
1494,carte,cards,,
1495,suona,it sounds,,
1496,rispondere,reply,,
1497,cerchi,circles,,
1498,cellulare,mobile phone,,
1499,soprattutto,mostly,,
1500,sarah,sarah,,
1501,italianshare,italianshare,,
1502,diventa,it becomes,,
1503,difesa,defense,,
1504,corte,court,,
1505,suppongo,I presume,,
1506,maledetto,cursed,,
1507,potrà,will,,
1508,opera,Opera,,
1509,partito,party,,
1510,attenti,careful,,
1511,pazza,crazy,,
1512,persino,even,,
1513,r,r,,
1514,scendere,alight,,
1515,fede,wedding ring,,
1516,u,u,,
1517,esperienza,experience,,
1518,vorresti,would you,,
1519,parlarti,talk to you,,
1520,gliel,vaccum,,
1521,bacio,kiss,,
1522,farcela,do it,,
1523,responsabile,responsible,,
1524,enorme,huge,,
1525,chiamano,they call,,
1526,messa,mass,,
1527,ex,former,,
1528,fiducia,confidence,,
1529,ognuno,each one,,
1530,periodo,period,,
1531,dovere,must,,
1532,albero,tree,,
1533,verde,green,,
1534,steve,steve,,
1535,smettere,stop,,
1536,darti,give you,,
1537,azione,action,,
1538,odore,smell,,
1539,rispondi,Reply,,
1540,locale,local,,
1541,latte,milk,,
1542,bellezza,beauty,,
1543,vittima,victim,,
1544,vicini,neighbors,,
1545,cae,cae,,
1546,visti,visas,,
1547,entrato,entered,,
1548,congratulazioni,congratulations,,
1549,felici,happy,,
1550,nell,in,,
1551,prendiamo,we take,,
1552,tira,pulls,,
1553,nomi,names,,
1554,nick,nick,,
1555,colazione,Breakfast,,
1556,íl,the,,
1557,tornata,returned,,
1558,ottima,Great,,
1559,idee,ideas,,
1560,isola,island,,
1561,fila,row,,
1562,farle,them,,
1563,contrario,contrary,,
1564,sveglia,Wake Up,,
1565,lee,lee,,
1566,maggior,greatest,,
1567,leggi,read,,
1568,chissà,who knows,,
1569,sembrano,they seem,,
1570,roma,Rome,,
1571,dubbio,doubt,,
1572,angeles,angeles,,
1573,camion,truck,,
1574,braccia,arms,,
1575,sissignore,yes sir,,
1576,lasciatemi,let me,,
1577,stella,star,,
1578,malato,ill,,
1579,nascosto,hidden away,,
1580,citta,city,,
1581,rischio,risk,,
1582,averti,have you,,
1583,pressione,pressure,,
1584,orribile,horrible,,
1585,edificio,building,,
1586,progetto,project,,
1587,portata,flow,,
1588,età,age,,
1589,diversi,different,,
1590,parlarne,talk about,,
1591,sara,Sara,,
1592,camminare,to walk,,
1593,lascialo,leave him,,
1594,capace,to be able,,
1595,dott,Dr.,,
1596,piede,foot,,
1597,calmo,calm,,
1598,chiusa,closed,,
1599,principessa,princess,,
1600,dimenticare,forget,,
1601,zitta,shut up,,
1602,attenta,careful,,
1603,potrai,you,,
1604,sali,salts,,
1605,scopo,purpose,,
1606,dipende,It depends,,
1607,grida,shout,,
1608,sii,Yay,,
1609,show,show,,
1610,abbiano,have,,
1611,vorrà,will want,,
1612,andava,He was,,
1613,piaciuto,liked,,
1614,stampa,press,,
1615,viso,face,,
1616,ottenere,get,,
1617,segreti,secrets,,
1618,stelle,stars,,
1619,rosa,rose,,
1620,nuove,new,,
1621,salire,to go up,,
1622,pensiero,thought,,
1623,dappertutto,everywhere,,
1624,ristorante,restaurant,,
1625,potesse,could,,
1626,conta,counts,,
1627,giornale,newspaper,,
1628,serie,series,,
1629,test,test,,
1630,luci,lights,,
1631,chiudere,to close,,
1632,gatto,cat,,
1633,aiutarla,help,,
1634,giustizia,justice,,
1635,tranne,except,,
1636,albergo,hotel,,
1637,ascoltare,to listen,,
1638,tiro,shot,,
1639,relazione,report,,
1640,basso,bass,,
1641,resti,remains,,
1642,compagno,partner,,
1643,stavolta,this time,,
1644,crimine,crime,,
1645,tengo,tengo,,
1646,angolo,angle,,
1647,dovremo,we will,,
1648,cappello,hat,,
1649,operazione,operation,,
1650,fore,fore,,
1651,chiamate,calls,,
1652,q,q,,
1653,estate,summer,,
1654,desiderio,desire,,
1655,robert,robert,,
1656,mercato,market,,
1657,preoccupi,worry,,
1658,incinta,pregnant,,
1659,rilassati,take it easy,,
1660,clienti,customers,,
1661,sposa,bride,,
1662,arte,art,,
1663,coltello,knife,,
1664,strade,roads,,
1665,continui,continues,,
1666,mossa,move,,
1667,macchine,cars,,
1668,preferisco,I prefer,,
1669,rose,roses,,
1670,vite,lives,,
1671,certe,certain,,
1672,son,son,,
1673,toccare,to touch,,
1674,milione,million,,
1675,buco,hole,,
1676,centrale,central,,
1677,lassù,up there,,
1678,tranquilla,Quiet,,
1679,carriera,career,,
1680,anello,ring,,
1681,video,video,,
1682,uso,use,,
1683,stile,style,,
1684,metta,put,,
1685,contratto,contract,,
1686,compito,task,,
1687,faresti,would you do,,
1688,paradiso,paradise,,
1689,provi,try,,
1690,forze,Strength,,
1691,indirizzo,address,,
1692,domattina,tomorrow morning,,
1693,anzi,rather,,
1694,poliziotti,policemen,,
1695,finta,fake,,
1696,riunione,meeting,,
1697,effetto,effect,,
1698,punti,points,,
1699,torta,cake,,
1700,scorso,last,,
1701,troia,slut,,
1702,animale,animal,,
1703,qualcos,qualcos,,
1704,to,to,,
1705,faccenda,affair,,
1706,darò,I will give,,
1707,lettere,letters,,
1708,chiede,asks,,
1709,notato,noted,,
1710,particolare,particular,,
1711,inoltre,Moreover,,
1712,offerta,offer,,
1713,prendermi,take,,
1714,ra,ra,,
1715,campione,sample,,
1716,fermare,stop,,
1717,aperta,open,,
1718,agenti,agents,,
1719,sembrare,to seem,,
1720,kate,kate,,
1721,politica,policy,,
1722,colpevole,guilty,,
1723,walter,walter,,
1724,scegliere,to choose,,
1725,rimane,remains,,
1726,vedremo,we'll see,,
1727,ghiaccio,ice,,
1728,washington,Washington,,
1729,dovrà,will,,
1730,finisce,ends,,
1731,fucile,rifle,,
1732,colpi,shots,,
1733,utile,helpful,,
1734,averla,have it,,
1735,voci,rumors,,
1736,perfetta,perfect,,
1737,ispettore,inspector,,
1738,autobus,bus,,
1739,dati,data,,
1740,ridicolo,ridiculous,,
1741,will,will,,
1742,potessi,I could,,
1743,altezza,height,,
1744,guidare,to drive,,
1745,primi,first,,
1746,decidere,to decide,,
1747,sottofondo,background,,
1748,volare,to fly,,
1749,valore,value,,
1750,campagna,countryside,,
1751,tè,you,,
1752,tornate,return,,
1753,vendere,to sell,,
1754,muore,dies,,
1755,charles,charles,,
1756,bevi,Frequency,,
1757,eccola,here she is,,
1758,cadere,fall,,
1759,scatola,box,,
1760,peso,weight,,
1761,magnifico,magnificent,,
1762,ragazzino,little boy,,
1763,prendendo,taking,,
1764,ubriaco,drunk,,
1765,mentito,lied,,
1766,santa,holy,,
1767,egli,he,,
1768,tenga,takes,,
1769,martin,martin,,
1770,sensazione,sensation,,
1771,principale,main,,
1772,saremmo,we would,,
1773,schiena,back,,
1774,caduto,fallen,,
1775,girare,turn,,
1776,contenta,happy,,
1777,piaceva,He liked,,
1778,orologio,clock,,
1779,insegnato,taught,,
1780,sbaglio,mistake,,
1781,entri,enter,,
1782,porte,doors,,
1783,cioe,ie,,
1784,p,p,,
1785,maestà,majesty,,
1786,arrivano,they arrive,,
1787,conti,accounts,,
1788,cantare,to sing,,
1789,bevuto,drunk,,
1790,angelo,angel,,
1791,sparo,shot,,
1792,creato,created,,
1793,dimmelo,tell me,,
1794,naturale,natural,,
1795,importanza,importance,,
1796,baby,baby,,
1797,case,homes,,
1798,manda,sends,,
1799,fumo,smoke,,
1800,domenica,Sunday,,
1801,uccisa,killed,,
1802,umana,human,,
1803,verita,truth,,
1804,cento,one hundred,,
1805,rotta,route,,
1806,nipote,nephew,,
1807,date,at your place,,
1808,teatro,theater,,
1809,militare,military,,
1810,povera,poor,,
1811,andartene,leave,,
1812,pensano,they think,,
1813,muoversi,move,,
1814,palazzo,palace,,
1815,convinto,convinced,,
1816,ascoltate,listen,,
1817,innocente,innocent,,
1818,finale,the final,,
1819,purtroppo,Unfortunately,,
1820,giochi,games,,
1821,innamorato,in love,,
1822,gira,runs,,
1823,breve,short,,
1824,dall,from,,
1825,crederci,believe it,,
1826,turno,round,,
1827,stavano,they were,,
1828,uccidermi,kill myself,,
1829,emergenza,emergency,,
1830,benvenuti,welcome,,
1831,improvviso,sudden,,
1832,fanculo,fuck,,
1833,andarci,go there,,
1834,tetto,roof,,
1835,montagna,mountain,,
1836,dirle,tell,,
1837,diverse,different,,
1838,tiene,keeps,,
1839,dovrò,I will have to,,
1840,bottiglia,bottle,,
1841,andrai,you will go,,
1842,chiedendo,asking,,
1843,nera,Black,,
1844,pane,bread,,
1845,muovetevi,move,,
1846,preoccupato,worried,,
1847,venne,it was,,
1848,ricco,rich,,
1849,stanca,weary,,
1850,richard,richard,,
1851,mark,mark,,
1852,chiamami,Call me,,
1853,discorso,speech,,
1854,mandare,send,,
1855,evitare,to avoid,,
1856,accettare,to accept,,
1857,immagini,images,,
1858,giornali,newspapers,,
1859,sir,sir,,
1860,ministro,minister,,
1861,momenti,moments,,
1862,simon,simon,,
1863,mantenere,to maintain,,
1864,giardino,garden,,
1865,lotta,fight,,
1866,distrutto,destroyed,,
1867,pò,little,,
1868,antonio,antonio,,
1869,retro,back,,
1870,cerchiamo,try,,
1871,bicchiere,glass,,
1872,pantaloni,trousers,,
1873,siate,you are,,
1874,tribunale,court,,
1875,lasciamo,we leave,,
1876,gioia,joy,,
1877,bastardi,bastards,,
1878,paziente,patient,,
1879,dr,dr,,
1880,controlla,check it out,,
1881,arrabbiato,angry,,
1882,avermi,me,,
1883,genio,genius,,
1884,saprei,know,,
1885,giu,down,,
1886,debole,weak,,
1887,piani,plans,,
1888,coppia,couple,,
1889,arresto,arrest,,
1890,scusatemi,excuse me,,
1891,mettiti,put yourself,,
1892,allarme,alarm,,
1893,sarete,you will be,,
1894,seguire,follow,,
1895,est,East,,
1896,ricordare,to remember,,
1897,incontrare,meet,,
1898,huh,huh,,
1899,talento,talent,,
1900,na,na,,
1901,vissuto,lived,,
1902,furono,they were,,
1903,condizioni,conditions,,
1904,cattiva,bad,,
1905,cinese,Chinese,,
1906,aiutato,helped,,
1907,malattia,disease,,
1908,suonare,play,,
1909,tipi,types,,
1910,dito,finger,,
1911,laboratorio,laboratory,,
1912,preferito,favorite,,
1913,nemici,enemies,,
1914,vittoria,victory,,
1915,potevi,you could,,
1916,dritto,straight ahead,,
1917,ferita,wound,,
1918,svegliati,wake up,,
1919,unità,unit,,
1920,francia,France,,
1921,diamo,let's,,
1922,grossa,gross,,
1923,creare,create,,
1924,direzione,direction,,
1925,propria,own,,
1926,sposata,married,,
1927,migliaia,thousand,,
1928,mal,ache,,
1929,rimani,stay,,
1930,occupato,busy,,
1931,sabato,Saturday,,
1932,f,f,,
1933,mattino,morning,,
1934,morendo,dying,,
1935,canta,sings,,
1936,provo,I try,,
1937,sentimenti,feelings,,
1938,sene,sene,,
1939,bei,beautiful,,
1940,vuoto,empty,,
1941,spiaggia,beach,,
1942,testimone,witness,,
1943,dita,fingers,,
1944,esce,goes out,,
1945,jerry,jerry,,
1946,isubs,isubs,,
1947,cambia,change,,
1948,troviamo,we find,,
1949,gas,gas,,
1950,dipartimento,department,,
1951,chris,chris,,
1952,amor,sake,,
1953,thomas,thomas,,
1954,lucy,lucy,,
1955,miglia,miles,,
1956,smesso,stopped,,
1957,facevo,I did,,
1958,sedia,chair,,
1959,corrente,current,,
1960,cadavere,dead body,,
1961,andarmene,leave,,
1962,victor,victor,,
1963,importanti,important,,
1964,jane,jane,,
1965,obiettivo,target,,
1966,fianco,side,,
1967,entrate,revenue,,
1968,conosciamo,we know,,
1969,fantastica,fantastic,,
1970,furgone,van,,
1971,amato,beloved,,
1972,iscrew,iscrew,,
1973,motore,engine,,
1974,inizia,it begins,,
1975,presento,present,,
1976,ladro,thief,,
1977,soluzione,solution,,
1978,matt,matt,,
1979,sguardo,look,,
1980,parlano,they talk,,
1981,fantasma,ghost,,
1982,sposare,to marry,,
1983,spiegare,explain,,
1984,pensarci,think about it,,
1985,immagine,image,,
1986,dave,dave,,
1987,entrata,entry,,
1988,pioggia,rain,,
1989,zero,zero,,
1990,eppure,but yet,,
1991,immaginare,to imagine,,
1992,potente,powerful,,
1993,rock,rock,,
1994,sé,self,,
1995,vittime,victims,,
1996,famoso,famous,,
1997,uccello,bird,,
1998,scendi,get off,,
1999,accaduto,happened,,
2000,giacca,jacket